scc_size,number_of_edges_inside_scc,number_of_edges_to_other_sccs,scc_largest_path_sum,scc_longest_dfs_path,outdegree_inside_scc,outdegree_outside_scc,indegree_inside_scc,longest_path_using_dfs_paths,first_dfs_path_used,longest_path
24,552,25,119,24,23,1,23,116,21,117
90,8010,91,95,90,89,1,89,21,16,93
9,16,4,11,8,2,0,2,7,5,9
8,14,5,10,8,1,0,2,9,7,9
1,0,1,106,1,0,1,0,106,1,105
1,0,1,113,1,0,1,0,113,1,111
1,0,1,168,1,0,1,0,168,1,166
54,2862,55,82,54,53,1,53,48,20,80
10,23,3,12,10,1,0,3,11,9,11
9,17,2,10,8,1,0,2,6,5,8
10,22,1,11,9,3,0,4,6,5,7
1,0,1,143,1,0,1,0,143,1,142
10,21,3,12,9,1,0,4,10,8,10
1,0,1,50,1,0,1,0,50,1,49
1,0,1,3,1,0,1,0,3,1,2
1,0,1,208,1,0,1,0,208,1,206
5,7,2,6,5,3,0,1,4,3,5
8,12,1,9,8,1,0,2,8,7,8
1,0,1,126,1,0,1,0,126,1,124
1,0,1,64,1,0,1,0,64,1,63
79,6162,80,267,79,78,1,78,232,44,265
1,0,1,208,1,0,1,0,208,1,206
11,22,1,12,11,2,0,2,11,11,11
1,0,1,8,1,0,1,0,8,1,7
1,0,1,16,1,0,1,0,16,1,15
10,17,2,11,9,1,0,2,10,9,10
1,0,1,71,1,0,1,0,71,1,70
1,0,1,82,1,0,1,0,82,1,81
1,0,1,57,1,0,1,0,57,1,55
1,0,1,47,1,0,1,0,47,1,46
1,0,1,37,1,0,1,0,37,1,36
1,0,1,121,1,0,1,0,121,1,119
9,19,0,9,8,1,0,3,8,8,8
10,22,0,10,9,2,0,4,6,6,8
1,0,1,148,1,0,1,0,148,1,146
13,33,2,14,13,3,0,3,6,6,13
7,11,4,10,7,1,0,2,6,3,6
1,0,1,46,1,0,1,0,46,1,45
8,15,3,10,8,1,0,3,8,7,8
8,15,7,10,8,2,0,3,8,7,8
1,0,1,27,1,0,1,0,27,1,26
1,0,1,195,1,0,1,0,195,1,193
6,10,1,7,6,1,0,2,6,5,6
5,7,5,10,5,1,0,3,8,4,8
7,13,3,8,7,2,0,3,7,6,7
11,24,1,12,10,2,0,4,10,10,10
135,18090,136,148,135,134,1,134,60,47,146
9,17,4,10,9,2,0,3,7,7,7
12,30,3,13,11,1,0,3,11,10,13
1,0,1,81,1,0,1,0,81,1,79
1,0,1,138,1,0,1,0,138,1,136
1,0,1,61,1,0,1,0,61,1,60
7,12,5,8,6,2,0,1,7,6,7
1,0,1,49,1,0,1,0,49,1,48
12,31,1,13,10,1,0,4,9,9,11
1,0,1,86,1,0,1,0,86,1,85
6,9,5,8,6,2,0,2,5,3,6
10,18,2,11,10,1,0,2,10,9,10
63,3906,64,99,63,62,1,62,62,26,97
10,20,0,10,10,2,0,2,9,9,10
1,0,1,5,1,0,1,0,5,1,4
1,0,1,277,1,0,1,0,277,1,275
1,0,1,242,1,0,1,0,242,1,240
13,34,1,14,12,3,0,3,7,7,12
152,22952,153,284,152,151,1,151,174,42,282
1,0,1,14,1,0,1,0,14,1,13
1,0,1,7,1,0,1,0,7,1,6
1,0,1,51,1,0,1,0,51,1,49
7,9,2,8,7,1,0,2,6,5,6
1,0,1,74,1,0,1,0,74,1,73
12,29,1,13,11,2,0,3,9,8,12
1,0,1,21,1,0,1,0,21,1,20
10,18,0,10,10,2,0,2,9,9,9
96,9120,97,143,96,95,1,95,69,22,141
11,23,4,12,9,2,0,3,9,8,11
1,0,1,271,1,0,1,0,271,1,269
1,0,1,97,1,0,1,0,97,1,96
1,0,1,163,1,0,1,0,163,1,161
9,16,0,9,8,1,0,2,7,7,8
10,23,4,12,8,2,0,4,9,7,10
6,10,3,7,6,2,0,2,4,3,5
10,18,6,12,9,1,0,3,9,7,9
1,0,1,57,1,0,1,0,57,1,56
1,0,1,36,1,0,1,0,36,1,35
1,0,1,2,1,0,1,0,2,1,1
1,0,1,32,1,0,1,0,32,1,31
14,37,0,14,13,3,0,3,7,7,12
2,2,3,10,2,1,1,1,7,1,7
10,20,3,11,9,2,0,2,7,6,10
108,11556,109,134,108,107,1,107,114,88,132
11,23,4,12,9,3,0,3,5,4,10
3,4,2,6,3,2,1,1,4,1,4
29,812,30,46,29,28,1,28,40,23,44
153,23256,154,330,153,152,1,152,312,135,328
12,31,1,13,12,3,0,2,6,5,13
21,420,22,108,21,20,2,20,108,21,106
8,14,4,9,8,1,0,2,6,5,6
1,0,1,22,1,0,1,0,22,1,21
9,17,10,11,9,1,0,3,8,6,10
12,28,3,14,10,3,0,4,6,4,12
1,0,1,57,1,0,1,0,57,1,55
9,16,3,10,9,1,0,1,9,8,9
11,24,2,12,10,2,0,4,10,9,11
93,8556,94,169,93,92,1,92,101,25,167
95,8930,96,195,95,94,1,94,134,34,193
1,0,1,124,1,0,1,0,124,1,122
31,930,32,154,31,30,1,30,140,17,152
1,0,1,83,1,0,1,0,83,1,81
11,22,1,12,10,2,0,2,10,10,12
5,7,3,7,5,1,0,2,6,4,6
11,26,1,12,10,3,0,4,9,9,9
1,0,1,45,1,0,1,0,45,1,43
8,15,4,9,8,2,0,3,7,6,7
81,6480,82,200,81,80,1,80,144,25,198
1,0,1,55,1,0,1,0,55,1,54
37,1332,38,58,37,36,1,36,27,6,56
1,0,1,66,1,0,1,0,66,1,64
68,4556,69,145,68,67,1,67,137,60,143
8,11,2,10,8,1,0,1,7,5,7
7,10,1,8,7,1,0,2,6,5,6
7,11,2,8,7,1,0,1,7,6,7
9,15,1,10,9,1,0,3,9,8,9
8,15,4,9,8,2,0,3,7,6,9
1,0,1,48,1,0,1,0,48,1,47
10,20,2,11,9,2,0,1,9,9,11
31,930,32,87,31,30,1,30,58,2,85
7,9,3,10,7,1,0,2,8,5,8
1,0,1,106,1,0,1,0,106,1,105
155,23870,156,211,155,154,1,154,147,91,209
1,0,1,161,1,0,1,0,161,1,159
13,29,1,14,10,2,0,1,8,8,12
1,0,1,118,1,0,1,0,118,1,117
15,39,1,16,12,3,0,4,7,7,14
9,18,3,12,9,1,0,3,10,8,10
5,7,5,10,5,1,1,3,9,4,9
9,20,1,10,9,2,0,2,9,9,9
91,8190,92,121,91,90,1,90,40,10,119
37,1332,38,63,37,36,1,36,43,17,61
1,0,1,213,1,0,1,0,213,1,211
7,11,5,9,6,1,0,2,6,4,6
15,40,2,16,13,2,0,3,10,10,14
8,14,2,10,7,1,1,1,6,5,6
87,7482,88,99,87,86,1,86,99,87,97
16,240,17,28,16,15,1,15,25,13,26
63,3906,64,230,63,62,1,62,205,38,228
40,1560,41,73,40,39,1,39,70,37,71
79,6162,80,171,79,78,1,78,97,5,169
1,0,1,175,1,0,1,0,175,1,174
11,27,3,13,10,2,0,3,11,9,13
40,1560,41,123,40,39,1,39,115,32,121
9,15,2,10,9,2,0,1,9,8,9
72,5112,73,120,72,71,1,71,74,26,118
1,0,1,86,1,0,1,0,86,1,84
1,0,1,32,1,0,1,0,32,1,31
1,0,1,64,1,0,1,0,64,1,62
1,0,1,5,1,0,1,0,5,1,4
12,132,13,46,12,11,1,11,40,6,44
1,0,1,194,1,0,1,0,194,1,192
9,18,0,9,8,2,0,3,7,7,7
11,23,4,13,11,2,0,3,8,6,12
13,33,1,14,13,3,0,2,8,7,13
12,26,0,12,10,2,0,2,8,8,12
117,13572,118,144,117,116,1,116,123,96,142
10,22,1,11,9,1,0,3,9,8,9
1,0,1,257,1,0,1,0,257,1,255
8,16,0,8,8,2,0,3,5,5,7
1,0,1,209,1,0,1,0,209,1,207
15,40,0,15,13,2,0,2,7,7,15
14,39,4,15,13,3,0,3,5,4,14
84,6972,85,148,84,83,1,83,78,14,146
7,12,4,10,7,2,1,3,8,5,8
15,42,2,16,14,3,0,4,7,7,15
69,4692,70,135,69,68,1,68,112,46,133
11,23,2,12,9,1,0,2,8,7,10
1,0,1,135,1,0,1,0,135,1,133
1,0,1,172,1,0,1,0,172,1,170
1,0,1,9,1,0,1,0,9,1,8
1,0,1,93,1,0,1,0,93,1,91
1,0,1,58,1,0,1,0,58,1,57
1,0,1,35,1,0,1,0,35,1,34
1,0,1,3,1,0,1,0,3,1,2
1,0,1,173,1,0,1,0,173,1,171
1,0,1,233,1,0,1,0,233,1,231
1,0,1,50,1,0,1,0,50,1,48
1,0,1,261,1,0,1,0,261,1,259
10,20,2,11,10,1,0,2,9,9,9
10,19,1,11,10,2,0,3,9,8,9
1,0,1,118,1,0,1,0,118,1,117
10,21,3,11,10,1,1,1,10,10,10
11,22,3,12,9,2,0,3,9,9,9
10,24,0,10,10,3,0,4,7,7,10
11,23,5,13,11,2,0,3,12,10,12
52,2652,53,92,52,51,1,51,60,20,90
12,26,0,12,11,2,0,3,11,11,11
1,0,1,194,1,0,1,0,194,1,192
1,0,1,74,1,0,1,0,74,1,72
14,36,0,14,12,2,0,2,9,9,14
10,22,1,11,10,1,0,3,10,10,10
1,0,1,7,1,0,1,0,7,1,6
9,17,8,11,9,2,0,2,9,7,9
6,7,4,8,6,1,0,1,7,6,7
1,0,1,77,1,0,1,0,77,1,75
1,0,1,14,1,0,1,0,14,1,13
1,0,1,23,1,0,1,0,23,1,22
1,0,1,64,1,0,1,0,64,1,63
67,4422,68,182,67,66,1,66,139,24,180
11,24,0,11,11,3,0,2,7,7,11
1,0,1,150,1,0,1,0,150,1,148
1,0,1,173,1,0,1,0,173,1,171
1,0,1,54,1,0,1,0,54,1,52
86,7310,87,148,86,85,1,85,124,62,146
1,0,1,173,1,0,1,0,173,1,171
1,0,1,20,1,0,1,0,20,1,19
1,0,1,3,1,0,1,0,3,1,2
12,132,13,56,12,11,1,11,51,7,54
1,0,1,9,1,0,1,0,9,1,8
5,7,4,9,5,1,1,3,7,4,7
1,0,1,100,1,0,1,0,100,1,98
6,9,5,9,6,2,0,2,5,2,6
10,21,2,11,10,2,0,3,9,8,11
1,0,1,151,1,0,1,0,151,1,149
10,22,3,11,10,1,0,4,10,9,10
1,0,1,68,1,0,1,0,68,1,67
9,20,0,9,9,1,0,2,6,6,9
10,17,1,11,8,1,0,3,7,7,7
1,0,1,72,1,0,1,0,72,1,70
1,0,1,96,1,0,1,0,96,1,95
10,23,1,11,8,3,0,1,6,6,11
7,9,2,8,7,1,0,2,7,6,7
1,0,1,181,1,0,1,0,181,1,179
1,0,1,107,1,0,1,0,107,1,106
1,0,1,123,1,0,1,0,123,1,122
1,0,1,213,1,0,1,0,213,1,211
1,0,1,34,1,0,1,0,34,1,33
1,0,1,41,1,0,1,0,41,1,40
9,17,2,10,9,1,0,2,7,6,7
11,28,1,12,11,2,0,3,10,10,11
12,31,1,13,11,2,0,3,10,10,11
6,9,3,8,6,2,0,2,6,5,6
1,0,1,72,1,0,1,0,72,1,70
10,23,4,11,9,2,0,4,6,6,9
1,0,1,5,1,0,1,0,5,1,4
1,0,1,101,1,0,1,0,101,1,99
1,0,1,130,1,0,1,0,130,1,129
1,0,1,38,1,0,1,0,38,1,37
1,0,1,183,1,0,1,0,183,1,181
1,0,1,162,1,0,1,0,162,1,161
1,0,1,13,1,0,1,0,13,1,12
12,24,1,13,10,2,0,2,8,7,9
1,0,1,213,1,0,1,0,213,1,211
1,0,1,7,1,0,1,0,7,1,6
1,0,1,124,1,0,1,0,124,1,122
1,0,1,167,1,0,1,0,167,1,165
6,11,3,9,6,2,0,4,8,6,8
1,0,1,207,1,0,1,0,207,1,205
1,0,1,208,1,0,1,0,208,1,206
5,7,4,7,5,1,0,2,6,4,6
1,0,1,156,1,0,1,0,156,1,154
9,19,7,11,9,2,0,4,7,5,11
9,16,2,10,9,2,0,2,9,9,9
8,14,2,10,8,1,0,2,7,5,7
1,0,1,183,1,0,1,0,183,1,181
12,28,0,12,11,2,0,3,10,10,10
1,0,1,44,1,0,1,0,44,1,43
1,0,1,10,1,0,1,0,10,1,9
1,0,1,90,1,0,1,0,90,1,88
1,0,1,62,1,0,1,0,62,1,61
1,0,1,34,1,0,1,0,34,1,33
11,24,0,11,8,3,0,1,6,6,10
8,15,1,9,8,3,0,3,7,7,8
1,0,1,46,1,0,1,0,46,1,45
13,33,3,15,11,3,0,2,6,4,15
11,23,2,12,10,2,0,2,6,6,11
1,0,1,47,1,0,1,0,47,1,46
1,0,1,87,1,0,1,0,87,1,85
7,11,2,8,7,1,1,2,6,6,6
1,0,1,10,1,0,1,0,10,1,9
11,26,1,12,10,2,0,2,9,8,11
11,22,6,12,10,2,0,3,9,8,10
9,15,6,10,9,1,0,2,9,8,9
7,12,8,11,7,2,1,3,9,6,9
91,8190,92,222,91,90,1,90,219,88,220
1,0,1,26,1,0,1,0,26,1,25
1,0,1,62,1,0,1,0,62,1,60
9,18,1,10,9,3,0,2,7,7,8
1,0,1,154,1,0,1,0,154,1,152
10,19,2,11,10,1,0,3,9,8,9
1,0,1,116,1,0,1,0,116,1,115
11,22,1,13,9,1,0,2,9,7,9
1,0,1,131,1,0,1,0,131,1,130
1,0,1,45,1,0,1,0,45,1,44
12,27,2,14,12,3,0,2,7,7,12
1,0,1,88,1,0,1,0,88,1,87
91,8190,92,222,91,90,1,90,222,91,220
78,6006,79,83,78,77,1,77,73,68,81
1,0,1,200,1,0,1,0,200,1,198
1,0,2,28,1,0,2,0,28,1,27
8,15,6,10,6,1,0,3,7,5,7
10,21,3,11,9,3,0,3,5,4,9
1,0,1,79,1,0,1,0,79,1,78
65,4160,66,180,65,64,1,64,122,7,178
93,8556,94,161,93,92,1,92,110,42,159
11,26,1,12,10,2,0,3,10,10,10
1,0,1,195,1,0,1,0,195,1,193
11,26,1,12,11,3,0,4,8,8,12
4,6,3,6,4,2,1,1,5,4,5
37,1332,38,58,37,36,2,36,58,37,56
11,25,1,12,10,3,0,3,8,8,10
8,15,4,9,7,2,0,3,6,5,8
11,24,1,12,11,3,0,3,8,8,12
9,16,1,10,9,2,0,2,9,8,9
1,0,1,119,1,0,1,0,119,1,117
1,0,1,66,1,0,1,0,66,1,65
10,22,2,12,10,2,0,3,11,9,11
1,0,1,9,1,0,1,0,7,1,7
1,0,1,104,1,0,1,0,104,1,103
1,0,1,15,1,0,1,0,15,1,14
1,0,1,111,1,0,1,0,111,1,109
1,0,1,215,1,0,1,0,215,1,213
6,9,2,7,6,1,0,3,6,6,6
1,0,1,82,1,0,1,0,82,1,80
8,14,3,9,8,1,0,2,8,8,8
1,0,1,178,1,0,1,0,178,1,177
1,0,1,42,1,0,1,0,42,1,40
5,7,4,8,5,1,0,3,7,4,7
84,6972,85,130,84,83,1,83,119,73,128
1,0,1,125,1,0,1,0,125,1,124
11,23,1,12,11,3,0,2,8,7,10
13,35,1,14,11,2,0,4,10,10,14
1,0,1,119,1,0,1,0,119,1,117
1,0,1,105,1,0,1,0,105,1,103
1,0,1,117,1,0,1,0,117,1,115
1,0,1,91,1,0,1,0,91,1,89
8,16,4,10,8,2,0,2,7,5,7
60,3540,61,137,60,59,1,59,129,52,135
1,0,1,48,1,0,1,0,48,1,47
10,21,1,11,10,3,0,3,7,7,10
1,0,1,109,1,0,1,0,109,1,108
1,0,1,85,1,0,1,0,85,1,84
12,30,4,13,12,1,0,3,12,12,13
1,0,1,101,1,0,1,0,101,1,100
1,0,1,140,1,0,1,0,140,1,139
12,25,2,13,10,3,0,2,7,7,12
1,0,1,44,1,0,1,0,44,1,43
1,0,1,34,1,0,1,0,34,1,33
9,18,2,11,8,3,0,3,7,7,8
9,16,2,10,8,2,0,2,8,7,9
1,0,1,138,1,0,1,0,138,1,136
7,12,1,8,7,2,0,2,6,6,6
1,0,1,77,1,0,1,0,77,1,75
1,0,1,31,1,0,1,0,31,1,30
14,38,3,16,13,3,0,2,8,6,15
41,1640,42,90,41,40,1,40,59,10,88
8,14,1,10,8,1,0,2,8,8,8
11,23,1,12,9,3,0,2,6,6,9
1,0,1,36,1,0,1,0,36,1,34
1,0,1,24,1,0,1,0,24,1,23
61,3660,62,191,61,60,1,60,133,3,189
81,6480,82,107,81,80,1,80,95,69,105
9,20,2,10,9,2,0,2,9,8,9
1,0,1,134,1,0,1,0,134,1,132
1,0,1,196,1,0,1,0,196,1,194
64,4032,65,165,64,63,1,63,141,40,163
10,20,3,11,10,3,0,3,7,7,9
9,18,3,11,8,3,0,3,7,7,9
1,0,1,76,1,0,1,0,76,1,75
11,25,3,12,11,1,0,3,11,10,11
8,15,3,9,8,1,0,3,8,7,8
8,14,5,10,8,1,0,2,9,8,9
1,0,1,15,1,0,1,0,15,1,14
1,0,1,7,1,0,1,0,7,1,6
1,0,1,84,1,0,1,0,84,1,83
14,39,1,15,12,3,0,3,7,6,13
1,0,1,35,1,0,1,0,35,1,34
12,31,1,13,12,3,0,3,7,6,12
6,9,7,9,6,2,0,2,8,5,8
1,0,1,43,1,0,1,0,43,1,42
1,0,1,152,1,0,1,0,152,1,150
13,32,4,15,11,3,0,3,6,4,12
13,28,0,13,11,3,0,3,6,6,12
43,1806,44,175,43,42,1,42,147,15,173
1,0,1,9,1,0,1,0,9,1,8
10,21,3,12,9,2,0,2,8,6,11
1,0,1,293,1,0,1,0,293,1,291
28,756,29,43,28,27,1,27,18,3,41
1,0,1,149,1,0,1,0,149,1,147
10,20,4,12,10,2,0,3,8,7,10
1,0,1,216,1,0,1,0,216,1,214
8,15,2,9,8,1,1,2,8,8,8
1,0,1,7,1,0,1,0,6,1,6
11,23,2,12,9,3,0,3,8,8,8
11,27,4,13,11,2,0,2,11,9,12
1,0,1,38,1,0,1,0,38,1,37
1,0,1,14,1,0,1,0,14,1,13
1,0,1,114,1,0,1,0,114,1,113
7,13,1,8,7,2,0,3,6,5,6
1,0,1,106,1,0,1,0,106,1,104
1,0,1,240,1,0,1,0,240,1,238
10,19,9,12,9,2,0,3,8,6,11
8,17,1,10,8,2,0,4,8,6,8
12,25,1,13,11,2,0,1,7,7,11
1,0,1,73,1,0,1,0,73,1,72
1,0,1,23,1,0,1,0,23,1,22
4,5,2,9,4,1,1,2,7,4,7
1,0,1,11,1,0,1,0,11,1,10
11,20,2,13,8,2,0,2,6,6,8
10,23,3,11,10,3,0,4,7,7,10
11,23,2,12,10,2,0,1,11,10,11
13,33,5,15,13,2,0,3,13,11,14
1,0,1,13,1,0,1,0,13,1,12
1,0,1,54,1,0,1,0,54,1,53
14,36,0,14,12,3,0,3,6,6,14
1,0,1,224,1,0,1,0,224,1,222
1,0,1,245,1,0,1,0,245,1,243
9,19,2,11,8,2,0,2,10,8,10
8,13,4,9,8,1,0,2,8,7,8
11,23,5,12,8,2,0,2,8,7,11
23,506,24,61,23,22,1,22,54,16,59
1,0,1,44,1,0,1,0,44,1,43
10,21,0,10,9,2,0,4,9,9,10
1,0,1,3,1,0,1,0,3,1,2
10,23,4,11,10,1,0,2,10,9,10
8,16,4,10,8,1,0,2,8,6,8
55,2970,56,84,55,54,1,54,54,25,82
12,28,2,13,11,2,0,3,11,11,11
103,10506,104,154,103,102,1,102,100,49,152
6,8,4,10,6,1,0,2,9,6,9
4,5,5,9,4,1,0,2,8,4,8
149,22052,150,322,149,148,1,148,267,94,320
1,0,1,9,1,0,1,0,9,1,8
1,0,1,134,1,0,1,0,134,1,132
10,22,4,12,10,2,0,4,10,8,12
11,26,1,12,11,3,0,4,7,7,11
11,25,1,12,10,2,0,3,10,9,12
1,0,1,116,1,0,1,0,116,1,115
13,33,1,14,12,2,0,4,11,11,12
15,40,2,16,13,2,0,4,12,12,13
1,0,1,20,1,0,1,0,20,1,19
1,0,1,166,1,0,1,0,166,1,164
10,19,4,11,8,3,0,2,6,6,9
40,1560,41,58,40,39,1,39,57,39,56
1,0,1,142,1,0,1,0,142,1,140
12,29,1,13,12,3,0,2,8,8,12
66,4290,67,153,66,65,1,65,131,44,151
108,11556,109,248,108,107,1,107,177,37,246
1,0,1,7,1,0,1,0,7,1,6
1,0,0,1,1,0,0,0,1,1,0
1,0,1,101,1,0,1,0,101,1,100
10,20,3,11,9,2,0,2,9,8,10
11,22,4,13,10,2,0,3,6,4,11
1,0,1,290,1,0,1,0,290,1,288
84,6972,85,130,84,83,1,83,52,6,128
13,28,1,14,12,3,0,3,9,9,12
1,0,1,70,1,0,1,0,70,1,68
1,0,1,46,1,0,1,0,46,1,45
1,0,1,23,1,0,1,0,23,1,22
10,18,8,11,8,2,0,2,8,7,10
6,8,4,9,6,1,0,2,7,4,7
1,0,1,48,1,0,1,0,48,1,47
11,25,1,12,10,2,0,2,8,7,10
9,15,1,10,7,1,0,2,6,6,6
1,0,1,111,1,0,1,0,111,1,109
1,0,1,43,1,0,1,0,43,1,42
129,16512,130,151,129,128,1,128,45,23,149
9,17,2,10,9,2,0,2,9,9,9
12,27,3,14,12,2,0,3,9,7,12
15,43,2,16,15,2,0,4,15,15,16
10,18,3,12,8,2,0,2,7,5,9
9,17,0,9,8,1,0,3,8,8,8
5,7,4,7,5,1,0,3,6,4,6
11,24,3,12,10,2,0,3,9,8,10
1,0,1,98,1,0,1,0,98,1,97
1,0,1,171,1,0,1,0,171,1,169
1,0,1,164,1,0,1,0,164,1,162
1,0,1,261,1,0,1,0,261,1,259
14,32,1,15,12,2,0,3,7,7,13
1,0,1,222,1,0,1,0,222,1,220
1,0,1,160,1,0,1,0,160,1,158
8,16,5,10,8,2,0,4,7,6,8
10,19,2,12,10,2,0,3,7,6,10
1,0,1,119,1,0,1,0,119,1,118
20,380,21,154,20,19,1,19,152,18,152
10,22,2,11,7,3,0,1,7,7,9
11,21,1,12,10,3,0,2,7,6,11
11,25,3,13,10,2,0,2,10,8,11
1,0,1,78,1,0,1,0,78,1,76
22,462,23,51,22,21,1,21,45,16,49
1,0,1,62,1,0,1,0,62,1,60
65,4160,66,112,65,64,1,64,95,48,110
1,0,1,103,1,0,1,0,103,1,101
1,0,1,35,1,0,1,0,35,1,34
1,0,1,121,1,0,1,0,121,1,120
8,14,1,9,8,2,0,2,8,8,8
9,16,4,11,9,3,0,3,6,4,6
8,18,3,9,7,1,0,4,7,7,7
140,19460,141,227,140,139,1,139,160,73,225
5,7,4,8,5,1,0,1,6,3,6
1,0,1,12,1,0,1,0,12,1,11
11,25,2,12,11,2,0,2,11,11,11
1,0,1,27,1,0,1,0,27,1,26
12,28,1,13,12,1,0,2,11,11,11
1,0,1,234,1,0,1,0,234,1,232
12,27,3,13,11,2,0,3,5,4,11
11,22,0,11,11,3,0,2,7,7,11
11,28,4,13,10,2,0,2,12,10,13
12,30,2,13,12,3,0,3,7,7,12
2,2,4,9,2,1,1,1,8,2,8
13,25,1,14,11,2,0,3,7,7,11
12,28,3,13,12,2,0,3,7,6,13
11,27,3,12,11,2,0,2,11,11,11
12,22,0,12,10,2,0,1,8,8,11
135,18090,136,148,135,134,1,134,42,29,146
10,18,1,11,10,2,0,1,9,9,9
1,0,1,26,1,0,1,0,26,1,24
81,6480,82,125,81,80,1,80,123,79,123
8,16,1,9,8,2,0,2,8,7,8
1,0,1,70,1,0,1,0,70,1,69
1,0,1,85,1,0,1,0,85,1,84
1,0,1,95,1,0,1,0,95,1,93
11,27,0,11,11,3,0,3,8,8,11
10,22,2,11,10,3,0,2,7,6,11
1,0,1,53,1,0,1,0,53,1,52
11,23,2,12,9,2,0,4,9,9,10
10,18,5,12,10,3,0,3,7,6,10
14,36,1,15,12,3,0,2,8,7,14
11,26,4,13,10,2,0,4,10,9,12
11,23,1,12,10,2,0,2,6,5,11
15,44,0,15,15,3,0,4,10,10,15
1,0,1,175,1,0,1,0,175,1,173
12,29,3,14,11,3,0,2,10,8,13
1,0,1,137,1,0,1,0,137,1,135
1,0,1,64,1,0,1,0,64,1,63
1,0,1,38,1,0,1,0,38,1,37
9,17,2,10,9,2,0,3,8,8,8
5,8,7,8,5,2,1,2,7,4,7
127,16002,128,208,127,126,1,126,106,25,206
6,10,3,7,6,2,0,3,5,4,5
1,0,1,85,1,0,1,0,85,1,83
9,16,0,9,8,1,0,1,8,8,9
1,0,1,177,1,0,1,0,177,1,175
8,13,4,11,8,1,0,2,10,7,10
1,0,1,52,1,0,1,0,52,1,51
10,23,1,11,10,3,0,3,7,6,10
1,0,1,76,1,0,1,0,76,1,74
11,27,1,12,11,2,0,4,6,6,10
8,14,4,10,8,2,0,1,9,7,9
1,0,1,213,1,0,1,0,213,1,211
79,6162,80,188,79,78,1,78,179,70,186
1,0,1,46,1,0,1,0,46,1,45
1,0,1,161,1,0,1,0,161,1,159
10,21,2,12,10,1,0,2,10,10,10
1,0,1,3,1,0,1,0,3,1,2
1,0,1,59,1,0,1,0,59,1,58
10,21,1,11,10,2,0,2,5,5,10
11,24,2,12,11,3,0,2,8,8,12
95,8930,96,238,95,94,1,94,203,60,236
108,11556,109,207,108,107,1,107,145,46,205
10,21,2,11,9,2,0,3,9,8,9
1,0,1,5,1,0,1,0,5,1,4
10,25,1,11,9,2,0,4,9,9,10
1,0,1,182,1,0,1,0,182,1,180
1,0,1,217,1,0,1,0,217,1,215
50,2450,51,134,50,49,1,49,129,45,132
1,0,1,200,1,0,1,0,200,1,198
55,2970,56,84,55,54,1,54,64,35,82
1,0,1,32,1,0,1,0,32,1,31
1,0,1,171,1,0,1,0,171,1,169
12,29,0,12,11,3,0,3,9,9,11
7,11,4,9,6,1,0,2,6,4,6
1,0,1,193,1,0,1,0,193,1,191
1,0,1,50,1,0,1,0,50,1,49
10,23,2,11,10,2,0,2,10,9,10
1,0,1,117,1,0,1,0,117,1,115
8,15,5,10,8,2,0,3,8,6,10
13,34,3,14,13,2,0,3,13,12,14
10,21,3,11,10,3,0,1,7,7,11
5,7,8,12,5,1,1,2,10,4,10
9,19,5,12,9,2,0,4,10,7,10
66,4290,67,109,66,65,1,65,66,23,107
1,0,1,71,1,0,1,0,71,1,70
2,2,2,8,2,1,0,1,7,2,7
1,0,1,89,1,0,1,0,89,1,87
9,17,3,10,9,2,0,3,9,8,9
1,0,1,34,1,0,1,0,34,1,33
1,0,1,4,1,0,1,0,4,1,3
12,28,1,13,12,3,0,4,7,7,12
129,16512,130,289,129,128,1,128,178,18,287
9,15,1,10,9,2,0,1,6,5,9
1,0,1,160,1,0,1,0,160,1,158
1,0,1,120,1,0,1,0,120,1,119
9,18,2,10,9,2,0,4,8,8,8
1,0,1,54,1,0,1,0,54,1,53
91,8190,92,121,91,90,1,90,33,3,119
86,7310,87,145,86,85,1,85,88,29,143
108,11556,109,134,108,107,1,107,51,25,132
35,1190,36,77,35,34,1,34,55,13,75
10,21,2,11,10,3,0,3,8,7,9
10,16,2,12,9,1,0,3,9,7,9
50,2450,51,134,50,49,1,49,109,25,132
46,2070,47,153,46,45,1,45,129,22,151
113,12656,114,161,113,112,1,112,80,32,159
8,13,7,11,8,2,0,2,9,8,9
1,0,1,23,1,0,1,0,23,1,22
10,23,0,10,10,2,0,4,6,6,10
7,11,4,11,7,2,0,2,9,6,9
10,21,3,11,10,3,0,2,6,5,11
1,0,1,134,1,0,1,0,134,1,133
31,930,32,174,31,30,1,30,145,2,172
7,14,2,8,7,2,0,4,7,7,7
117,13572,118,195,117,116,1,116,157,79,193
13,33,1,14,13,3,0,4,7,7,13
11,27,1,12,11,1,0,1,11,10,11
9,19,1,11,9,2,0,4,9,7,9
12,31,2,13,11,2,0,2,11,10,13
10,17,8,12,9,1,0,2,9,8,9
28,756,29,66,28,27,1,27,51,13,64
1,0,1,148,1,0,1,0,148,1,146
1,0,1,45,1,0,1,0,45,1,44
11,26,3,12,10,2,0,3,11,10,11
1,0,1,277,1,0,1,0,277,1,275
10,18,2,11,8,1,0,1,8,8,8
1,0,1,16,1,0,1,0,16,1,15
12,26,1,13,11,2,0,2,7,7,11
1,0,1,138,1,0,1,0,138,1,136
14,36,2,15,14,3,0,3,7,6,14
1,0,1,39,1,0,1,0,39,1,38
96,9120,97,136,96,95,1,95,106,66,134
